('O', 'T', 'H', 'E', 'M', 'D', 'L', 'P', 'G') ('A', 'S', 'I', 'N', 'C', 'U', 'F', 'R', 'W') 3369482133
('O', 'R', 'I', 'N', 'D', 'U', 'G', 'M', 'W') ('E', 'S', 'A', 'T', 'L', 'H', 'F', 'C', 'P') 2915366338
('H', 'S', 'O', 'N', 'C', 'D', 'G', 'W', 'L') ('I', 'A', 'T', 'E', 'U', 'R', 'M', 'P', 'F') 2915349612
('O', 'R', 'S', 'T', 'U', 'C', 'W', 'P', 'G') ('E', 'A', 'I', 'N', 'D', 'L', 'F', 'H', 'M') 2915334756
('R', 'S', 'A', 'N', 'D', 'G', 'P', 'M', 'C') ('I', 'O', 'T', 'E', 'H', 'L', 'W', 'F', 'U') 2915272911
('A', 'H', 'O', 'R', 'M', 'D', 'G', 'C', 'P') ('E', 'I', 'N', 'T', 'U', 'S', 'F', 'L', 'W') 2915168478
('I', 'N', 'T', 'H', 'F', 'G', 'W', 'D', 'U') ('A', 'O', 'S', 'E', 'L', 'R', 'M', 'P', 'C') 2915080210
('R', 'H', 'I', 'N', 'D', 'G', 'U', 'L', 'F') ('A', 'O', 'T', 'E', 'S', 'M', 'C', 'W', 'P') 2915027087
('A', 'H', 'O', 'R', 'L', 'D', 'G', 'F', 'W') ('E', 'I', 'N', 'T', 'U', 'S', 'P', 'M', 'C') 2915011558
('S', 'R', 'O', 'N', 'C', 'G', 'P', 'L', 'F') ('A', 'T', 'I', 'E', 'D', 'H', 'M', 'U', 'W') 2914992360
('O', 'H', 'A', 'R', 'M', 'U', 'F', 'D', 'C') ('E', 'T', 'I', 'N', 'G', 'S', 'P', 'L', 'W') 2914977370
('I', 'H', 'A', 'R', 'D', 'F', 'G', 'C', 'M') ('O', 'E', 'N', 'T', 'U', 'S', 'P', 'L', 'W') 2914977169
('R', 'T', 'A', 'N', 'G', 'U', 'F', 'M', 'P') ('I', 'O', 'E', 'S', 'D', 'C', 'W', 'H', 'L') 2914955740
('S', 'H', 'O', 'N', 'U', 'D', 'G', 'M', 'L') ('A', 'I', 'T', 'E', 'C', 'R', 'W', 'F', 'P') 2914955080
('S', 'H', 'O', 'N', 'M', 'D', 'P', 'L', 'W') ('A', 'I', 'T', 'E', 'C', 'R', 'G', 'U', 'F') 2914841467
('A', 'R', 'I', 'N', 'G', 'U', 'P', 'M', 'F') ('E', 'O', 'S', 'T', 'D', 'H', 'C', 'L', 'W') 2914834401
('O', 'H', 'A', 'R', 'M', 'F', 'G', 'C', 'D') ('E', 'I', 'N', 'T', 'U', 'S', 'P', 'L', 'W') 2914792379
('I', 'O', 'H', 'A', 'D', 'L', 'M', 'P', 'W') ('S', 'E', 'N', 'T', 'U', 'R', 'F', 'G', 'C') 2914777585
('A', 'R', 'I', 'S', 'L', 'U', 'F', 'M', 'G') ('E', 'O', 'N', 'T', 'D', 'H', 'P', 'C', 'W') 2914750998
('I', 'O', 'H', 'A', 'D', 'L', 'W', 'F', 'P') ('S', 'E', 'N', 'T', 'U', 'R', 'M', 'G', 'C') 2914682862
('O', 'H', 'A', 'N', 'D', 'G', 'P', 'M', 'F') ('I', 'E', 'S', 'T', 'U', 'R', 'C', 'L', 'W') 2914633110
('R', 'H', 'A', 'N', 'L', 'U', 'W', 'C', 'F') ('I', 'O', 'T', 'E', 'S', 'D', 'M', 'P', 'G') 2914570077
('O', 'H', 'I', 'S', 'L', 'U', 'F', 'D', 'G') ('E', 'A', 'N', 'T', 'P', 'R', 'W', 'C', 'M') 2914546966
('H', 'R', 'I', 'N', 'C', 'G', 'W', 'L', 'M') ('O', 'E', 'A', 'T', 'U', 'S', 'F', 'D', 'P') 2914446537
('A', 'R', 'I', 'N', 'G', 'U', 'W', 'F', 'P') ('E', 'O', 'S', 'T', 'D', 'H', 'L', 'C', 'M') 2914437506
('R', 'S', 'H', 'E', 'P', 'L', 'G', 'U', 'W') ('A', 'I', 'T', 'O', 'F', 'N', 'M', 'C', 'D') 2914421085
('O', 'R', 'I', 'S', 'C', 'U', 'P', 'D', 'F') ('E', 'T', 'A', 'N', 'G', 'H', 'W', 'L', 'M') 2914387788
('R', 'S', 'I', 'N', 'G', 'U', 'W', 'L', 'F') ('E', 'O', 'A', 'T', 'D', 'H', 'P', 'M', 'C') 2914345176
('H', 'R', 'I', 'N', 'C', 'D', 'W', 'M', 'F') ('A', 'O', 'T', 'E', 'S', 'L', 'G', 'U', 'P') 2914137898
('S', 'H', 'O', 'R', 'F', 'D', 'C', 'L', 'M') ('A', 'I', 'T', 'E', 'U', 'N', 'P', 'W', 'G') 2914132625
('I', 'O', 'H', 'A', 'D', 'L', 'F', 'C', 'W') ('S', 'E', 'N', 'T', 'U', 'R', 'M', 'P', 'G') 2914097207
('R', 'S', 'I', 'N', 'G', 'U', 'F', 'C', 'M') ('E', 'O', 'A', 'T', 'D', 'H', 'P', 'L', 'W') 2914096470
('H', 'R', 'I', 'N', 'C', 'G', 'P', 'L', 'F') ('A', 'O', 'T', 'E', 'S', 'D', 'M', 'U', 'W') 2914048467
('O', 'R', 'T', 'H', 'M', 'C', 'P', 'U', 'F') ('E', 'A', 'I', 'N', 'D', 'S', 'G', 'L', 'W') 2914033625
('R', 'S', 'I', 'N', 'D', 'U', 'G', 'C', 'F') ('A', 'O', 'T', 'E', 'H', 'L', 'M', 'P', 'W') 2913846054
('S', 'H', 'O', 'N', 'U', 'D', 'G', 'C', 'L') ('I', 'A', 'T', 'E', 'F', 'R', 'M', 'P', 'W') 2913837748
('R', 'N', 'H', 'E', 'C', 'G', 'M', 'P', 'W') ('A', 'O', 'T', 'I', 'S', 'L', 'F', 'D', 'U') 2913803643
('S', 'R', 'O', 'N', 'C', 'U', 'G', 'M', 'L') ('A', 'T', 'I', 'E', 'D', 'H', 'P', 'F', 'W') 2913765036
('O', 'H', 'I', 'S', 'L', 'P', 'G', 'C', 'M') ('A', 'N', 'T', 'E', 'R', 'D', 'W', 'F', 'U') 2913740762
('O', 'R', 'S', 'T', 'L', 'U', 'F', 'M', 'P') ('A', 'E', 'I', 'N', 'G', 'D', 'C', 'H', 'W') 2913730601
('O', 'R', 'A', 'N', 'L', 'G', 'W', 'M', 'F') ('I', 'T', 'S', 'E', 'C', 'H', 'D', 'U', 'P') 2913729187
('I', 'O', 'H', 'A', 'D', 'M', 'P', 'U', 'W') ('E', 'N', 'S', 'T', 'L', 'R', 'F', 'G', 'C') 2913688091
('O', 'H', 'I', 'N', 'D', 'U', 'W', 'F', 'P') ('A', 'E', 'S', 'T', 'G', 'R', 'C', 'L', 'M') 2913649165
('R', 'S', 'T', 'H', 'F', 'P', 'G', 'L', 'M') ('O', 'I', 'E', 'A', 'C', 'N', 'W', 'D', 'U') 2913647132
('S', 'R', 'O', 'N', 'C', 'U', 'M', 'F', 'L') ('A', 'T', 'I', 'E', 'D', 'H', 'P', 'W', 'G') 2913631581
('S', 'H', 'A', 'N', 'L', 'U', 'F', 'M', 'P') ('I', 'O', 'T', 'E', 'D', 'R', 'W', 'C', 'G') 2913594351
('O', 'H', 'I', 'S', 'M', 'U', 'G', 'D', 'C') ('A', 'N', 'T', 'E', 'R', 'L', 'W', 'F', 'P') 2913570569
('O', 'R', 'I', 'N', 'F', 'G', 'P', 'L', 'W') ('E', 'S', 'A', 'T', 'D', 'H', 'U', 'C', 'M') 2913547092
('O', 'R', 'I', 'S', 'L', 'U', 'F', 'D', 'P') ('A', 'T', 'N', 'E', 'C', 'H', 'M', 'G', 'W') 2913412824
('O', 'A', 'R', 'I', 'F', 'L', 'W', 'C', 'P') ('S', 'T', 'N', 'E', 'D', 'H', 'M', 'U', 'G') 2913399835
('O', 'H', 'A', 'S', 'L', 'P', 'W', 'D', 'G') ('T', 'E', 'I', 'N', 'U', 'R', 'F', 'C', 'M') 2913343151
('O', 'H', 'A', 'N', 'D', 'F', 'P', 'M', 'W') ('I', 'E', 'S', 'T', 'U', 'R', 'C', 'L', 'G') 2913220410
('S', 'N', 'T', 'H', 'C', 'D', 'G', 'U', 'F') ('A', 'O', 'I', 'E', 'L', 'R', 'M', 'P', 'W') 2913211606
('A', 'R', 'I', 'S', 'L', 'M', 'W', 'C', 'G') ('O', 'N', 'T', 'E', 'H', 'D', 'P', 'U', 'F') 2913197426
('O', 'R', 'S', 'T', 'L', 'U', 'W', 'F', 'P') ('A', 'E', 'I', 'N', 'G', 'D', 'C', 'H', 'M') 2913126858
('O', 'N', 'T', 'H', 'C', 'G', 'M', 'U', 'W') ('I', 'A', 'S', 'E', 'D', 'R', 'L', 'P', 'F') 2913125053
('R', 'S', 'A', 'N', 'G', 'U', 'F', 'L', 'M') ('E', 'O', 'I', 'T', 'D', 'H', 'P', 'C', 'W') 2913111892
('O', 'H', 'I', 'N', 'D', 'G', 'W', 'C', 'M') ('A', 'E', 'S', 'T', 'U', 'R', 'F', 'L', 'P') 2913071577
('O', 'H', 'I', 'S', 'L', 'U', 'W', 'D', 'G') ('E', 'A', 'N', 'T', 'F', 'R', 'M', 'P', 'C') 2913064606
('O', 'R', 'I', 'S', 'L', 'P', 'W', 'C', 'M') ('A', 'T', 'N', 'E', 'D', 'H', 'F', 'G', 'U') 2913000141
('I', 'S', 'A', 'R', 'C', 'U', 'F', 'W', 'G') ('E', 'T', 'O', 'N', 'D', 'H', 'P', 'L', 'M') 2912974254
('R', 'H', 'I', 'N', 'D', 'G', 'C', 'L', 'W') ('O', 'E', 'A', 'T', 'U', 'S', 'F', 'M', 'P') 2912645026
('O', 'R', 'T', 'H', 'W', 'C', 'P', 'M', 'F') ('A', 'E', 'I', 'N', 'G', 'D', 'U', 'S', 'L') 2912602710
('R', 'H', 'I', 'N', 'D', 'U', 'W', 'C', 'P') ('A', 'O', 'T', 'E', 'S', 'L', 'M', 'F', 'G') 2912567763
('I', 'H', 'A', 'R', 'D', 'U', 'P', 'L', 'W') ('O', 'E', 'N', 'T', 'G', 'S', 'F', 'C', 'M') 2912539139
('I', 'H', 'A', 'R', 'L', 'U', 'W', 'D', 'G') ('O', 'E', 'N', 'T', 'F', 'S', 'P', 'M', 'C') 2912504977
('A', 'H', 'I', 'N', 'L', 'G', 'W', 'F', 'P') ('O', 'E', 'S', 'T', 'U', 'R', 'M', 'D', 'C') 2912503134
('A', 'S', 'O', 'R', 'L', 'P', 'G', 'F', 'M') ('E', 'T', 'I', 'N', 'D', 'H', 'U', 'C', 'W') 2912477697
('S', 'N', 'T', 'H', 'L', 'P', 'W', 'F', 'U') ('A', 'O', 'I', 'E', 'D', 'R', 'M', 'C', 'G') 2912317394
('O', 'H', 'I', 'S', 'L', 'U', 'G', 'C', 'M') ('A', 'N', 'T', 'E', 'R', 'D', 'W', 'F', 'P') 2912282949
('I', 'H', 'A', 'R', 'L', 'P', 'G', 'C', 'D') ('O', 'E', 'N', 'T', 'U', 'S', 'W', 'F', 'M') 2912244764
('A', 'R', 'I', 'S', 'L', 'U', 'W', 'C', 'P') ('E', 'O', 'N', 'T', 'D', 'H', 'F', 'G', 'M') 2912231420
('R', 'H', 'I', 'N', 'D', 'U', 'W', 'C', 'F') ('A', 'O', 'T', 'E', 'S', 'L', 'M', 'P', 'G') 2912201827
('O', 'N', 'T', 'H', 'F', 'G', 'W', 'C', 'M') ('I', 'A', 'S', 'E', 'D', 'R', 'L', 'P', 'U') 2912146752
('O', 'S', 'A', 'R', 'C', 'U', 'P', 'M', 'G') ('E', 'T', 'I', 'N', 'D', 'H', 'F', 'L', 'W') 2912054738
('O', 'H', 'I', 'S', 'D', 'U', 'P', 'M', 'C') ('A', 'N', 'T', 'E', 'R', 'L', 'W', 'G', 'F') 2911956529
('O', 'H', 'I', 'N', 'D', 'U', 'G', 'M', 'P') ('A', 'E', 'S', 'T', 'F', 'R', 'C', 'L', 'W') 2911911034
('I', 'H', 'A', 'R', 'D', 'U', 'P', 'L', 'G') ('O', 'E', 'N', 'T', 'F', 'S', 'W', 'C', 'M') 2911892145
('O', 'H', 'A', 'R', 'D', 'U', 'F', 'L', 'W') ('E', 'I', 'N', 'T', 'G', 'S', 'P', 'M', 'C') 2911882549
('I', 'O', 'H', 'A', 'D', 'M', 'F', 'W', 'U') ('E', 'N', 'S', 'T', 'L', 'R', 'G', 'C', 'P') 2911857438
('I', 'R', 'T', 'H', 'W', 'C', 'G', 'F', 'P') ('E', 'O', 'A', 'N', 'S', 'D', 'U', 'L', 'M') 2911708757
('A', 'H', 'I', 'N', 'M', 'G', 'F', 'C', 'P') ('O', 'E', 'S', 'T', 'U', 'R', 'L', 'D', 'W') 2911666077
('O', 'R', 'A', 'N', 'M', 'F', 'W', 'C', 'P') ('I', 'T', 'S', 'E', 'D', 'H', 'L', 'U', 'G') 2911565593
('R', 'T', 'A', 'N', 'G', 'D', 'U', 'F', 'W') ('O', 'I', 'E', 'S', 'H', 'C', 'P', 'L', 'M') 2911475148
('R', 'T', 'A', 'N', 'G', 'D', 'U', 'P', 'W') ('I', 'O', 'E', 'S', 'L', 'F', 'C', 'H', 'M') 2911473701
('O', 'R', 'A', 'N', 'C', 'U', 'W', 'F', 'P') ('E', 'S', 'I', 'T', 'D', 'H', 'M', 'L', 'G') 2911436730
('R', 'T', 'A', 'N', 'G', 'U', 'W', 'M', 'F') ('I', 'O', 'E', 'S', 'D', 'P', 'C', 'H', 'L') 2911407287
('R', 'N', 'S', 'T', 'L', 'G', 'F', 'P', 'W') ('I', 'O', 'E', 'A', 'D', 'M', 'C', 'H', 'U') 2911226553
('R', 'S', 'H', 'E', 'M', 'D', 'F', 'W', 'P') ('A', 'I', 'T', 'O', 'U', 'N', 'C', 'L', 'G') 2911202379
('R', 'T', 'I', 'N', 'G', 'D', 'U', 'F', 'W') ('A', 'O', 'E', 'S', 'L', 'P', 'C', 'H', 'M') 2911186444
('O', 'S', 'H', 'A', 'C', 'D', 'P', 'W', 'G') ('T', 'E', 'I', 'N', 'U', 'R', 'F', 'L', 'M') 2911178481
('O', 'H', 'A', 'N', 'D', 'U', 'G', 'M', 'P') ('I', 'E', 'S', 'T', 'F', 'R', 'C', 'L', 'W') 2911144242
('O', 'S', 'A', 'N', 'G', 'U', 'W', 'M', 'F') ('I', 'T', 'R', 'E', 'D', 'H', 'L', 'P', 'C') 2911118971
('R', 'O', 'I', 'N', 'G', 'U', 'W', 'C', 'P') ('E', 'S', 'A', 'T', 'D', 'H', 'F', 'L', 'M') 2911101991
('O', 'R', 'A', 'S', 'L', 'U', 'W', 'G', 'P') ('E', 'T', 'I', 'N', 'D', 'H', 'F', 'M', 'C') 2911068550
('S', 'H', 'A', 'N', 'L', 'G', 'F', 'C', 'P') ('I', 'O', 'T', 'E', 'D', 'R', 'M', 'U', 'W') 2911055095
('S', 'H', 'O', 'N', 'F', 'D', 'W', 'M', 'L') ('A', 'I', 'T', 'E', 'R', 'C', 'P', 'U', 'G') 2910999433
('O', 'R', 'A', 'N', 'D', 'G', 'P', 'M', 'W') ('I', 'T', 'S', 'E', 'C', 'H', 'L', 'U', 'F') 2910985270
('A', 'H', 'I', 'S', 'L', 'U', 'P', 'M', 'D') ('O', 'E', 'N', 'T', 'F', 'R', 'W', 'C', 'G') 2910947632
('A', 'R', 'I', 'S', 'L', 'P', 'W', 'D', 'G') ('O', 'T', 'N', 'E', 'C', 'H', 'M', 'U', 'F') 2910873239
('O', 'H', 'I', 'N', 'D', 'G', 'P', 'M', 'F') ('A', 'E', 'S', 'T', 'U', 'R', 'C', 'L', 'W') 2910818465
('I', 'S', 'H', 'A', 'C', 'L', 'D', 'W', 'F') ('O', 'E', 'N', 'T', 'U', 'R', 'M', 'P', 'G') 2910664449
('R', 'S', 'I', 'N', 'G', 'U', 'P', 'L', 'M') ('E', 'O', 'A', 'T', 'D', 'H', 'F', 'C', 'W') 2910658631
('A', 'I', 'O', 'R', 'U', 'C', 'W', 'F', 'M') ('E', 'S', 'N', 'T', 'D', 'H', 'P', 'L', 'G') 2910579976
('O', 'R', 'T', 'H', 'W', 'C', 'G', 'U', 'P') ('E', 'A', 'I', 'N', 'D', 'S', 'F', 'L', 'M') 2910477011
('O', 'S', 'A', 'R', 'C', 'U', 'P', 'L', 'M') ('E', 'T', 'I', 'N', 'D', 'H', 'G', 'F', 'W') 2910434807
('R', 'N', 'T', 'H', 'C', 'G', 'P', 'D', 'U') ('I', 'O', 'E', 'A', 'S', 'L', 'W', 'M', 'F') 2910428510
('O', 'A', 'R', 'I', 'F', 'L', 'M', 'U', 'W') ('E', 'S', 'N', 'T', 'D', 'H', 'P', 'G', 'C') 2910350706
('S', 'H', 'O', 'N', 'U', 'D', 'W', 'M', 'L') ('A', 'I', 'T', 'E', 'C', 'R', 'G', 'F', 'P') 2910325104
('S', 'O', 'I', 'N', 'G', 'U', 'W', 'F', 'M') ('A', 'T', 'R', 'E', 'L', 'H', 'D', 'C', 'P') 2910303784
('O', 'I', 'H', 'A', 'U', 'L', 'M', 'C', 'P') ('S', 'N', 'T', 'E', 'R', 'D', 'W', 'G', 'F') 2910297688
('I', 'O', 'H', 'A', 'G', 'L', 'M', 'U', 'F') ('E', 'N', 'S', 'T', 'R', 'D', 'W', 'C', 'P') 2910246154
('I', 'H', 'O', 'R', 'F', 'D', 'U', 'L', 'M') ('A', 'E', 'N', 'T', 'G', 'S', 'W', 'C', 'P') 2910200631
('O', 'I', 'H', 'A', 'U', 'L', 'M', 'C', 'F') ('S', 'N', 'T', 'E', 'R', 'D', 'W', 'G', 'P') 2910155508
('O', 'I', 'H', 'A', 'U', 'L', 'F', 'G', 'P') ('E', 'N', 'S', 'T', 'R', 'D', 'W', 'C', 'M') 2910009799
('R', 'S', 'H', 'E', 'M', 'D', 'P', 'U', 'W') ('A', 'I', 'T', 'O', 'C', 'N', 'F', 'L', 'G') 2909964270
('R', 'S', 'T', 'H', 'G', 'W', 'M', 'F', 'L') ('O', 'I', 'E', 'A', 'C', 'N', 'P', 'D', 'U') 2909961278
('R', 'S', 'I', 'N', 'D', 'G', 'U', 'L', 'W') ('A', 'O', 'T', 'E', 'H', 'C', 'M', 'P', 'F') 2909876145
('R', 'S', 'I', 'N', 'D', 'U', 'G', 'L', 'P') ('A', 'O', 'T', 'E', 'H', 'C', 'M', 'F', 'W') 2909827664
('A', 'O', 'I', 'S', 'G', 'U', 'W', 'M', 'F') ('N', 'T', 'R', 'E', 'D', 'H', 'L', 'P', 'C') 2909793414
('S', 'H', 'A', 'N', 'D', 'G', 'P', 'L', 'F') ('I', 'O', 'T', 'E', 'C', 'R', 'M', 'U', 'W') 2909751010
('H', 'S', 'O', 'R', 'C', 'P', 'D', 'L', 'M') ('A', 'I', 'T', 'E', 'U', 'N', 'W', 'F', 'G') 2909734442
('S', 'H', 'I', 'N', 'D', 'U', 'W', 'C', 'M') ('A', 'O', 'T', 'E', 'L', 'R', 'G', 'F', 'P') 2909704649
('O', 'S', 'A', 'N', 'G', 'U', 'W', 'M', 'P') ('I', 'T', 'R', 'E', 'D', 'H', 'L', 'C', 'F') 2909673934
('I', 'O', 'H', 'A', 'D', 'L', 'M', 'F', 'W') ('N', 'E', 'S', 'T', 'U', 'R', 'G', 'C', 'P') 2909669158
('S', 'H', 'I', 'N', 'D', 'G', 'P', 'M', 'C') ('A', 'O', 'T', 'E', 'L', 'R', 'W', 'F', 'U') 2909655826
('O', 'H', 'I', 'N', 'M', 'G', 'P', 'L', 'W') ('A', 'E', 'S', 'T', 'U', 'R', 'F', 'D', 'C') 2909620092
('O', 'R', 'I', 'N', 'D', 'U', 'G', 'W', 'P') ('E', 'S', 'A', 'T', 'L', 'H', 'F', 'M', 'C') 2909605179
('A', 'N', 'T', 'H', 'M', 'G', 'P', 'U', 'W') ('I', 'O', 'S', 'E', 'D', 'R', 'L', 'C', 'F') 2909572820
('S', 'H', 'O', 'R', 'L', 'D', 'W', 'M', 'C') ('A', 'I', 'T', 'E', 'U', 'N', 'P', 'F', 'G') 2909453139
('A', 'H', 'I', 'N', 'G', 'U', 'P', 'M', 'F') ('E', 'O', 'S', 'T', 'D', 'R', 'C', 'L', 'W') 2909449304
('N', 'S', 'T', 'H', 'D', 'G', 'M', 'U', 'F') ('A', 'O', 'I', 'E', 'L', 'R', 'W', 'C', 'P') 2909432297
('O', 'R', 'I', 'S', 'L', 'U', 'P', 'M', 'C') ('A', 'T', 'N', 'E', 'D', 'H', 'F', 'G', 'W') 2909368966
('A', 'H', 'I', 'S', 'D', 'U', 'P', 'M', 'F') ('E', 'O', 'N', 'T', 'C', 'R', 'W', 'G', 'L') 2909364421
('I', 'N', 'T', 'H', 'C', 'G', 'W', 'F', 'P') ('A', 'O', 'S', 'E', 'D', 'R', 'L', 'U', 'M') 2909352026
('H', 'R', 'O', 'N', 'C', 'D', 'W', 'F', 'L') ('I', 'E', 'A', 'T', 'U', 'S', 'G', 'M', 'P') 2909336989
('O', 'R', 'I', 'S', 'L', 'U', 'F', 'C', 'G') ('A', 'N', 'T', 'E', 'H', 'D', 'M', 'P', 'W') 2909327749
('A', 'H', 'I', 'N', 'L', 'G', 'U', 'P', 'W') ('O', 'E', 'S', 'T', 'F', 'R', 'C', 'D', 'M') 2909296416
('O', 'R', 'I', 'S', 'L', 'U', 'W', 'C', 'P') ('A', 'N', 'T', 'E', 'H', 'D', 'M', 'G', 'F') 2909089626
('I', 'H', 'A', 'S', 'D', 'U', 'F', 'M', 'G') ('E', 'O', 'N', 'T', 'L', 'R', 'W', 'C', 'P') 2909072933
('O', 'H', 'A', 'R', 'M', 'U', 'W', 'D', 'C') ('E', 'T', 'I', 'N', 'G', 'S', 'P', 'L', 'F') 2909018439
('R', 'N', 'S', 'T', 'U', 'D', 'F', 'W', 'M') ('I', 'O', 'E', 'A', 'L', 'C', 'G', 'H', 'P') 2909014537
('O', 'R', 'T', 'H', 'W', 'C', 'M', 'U', 'F') ('E', 'A', 'I', 'N', 'D', 'S', 'G', 'L', 'P') 2908971164
('R', 'S', 'I', 'N', 'D', 'U', 'G', 'C', 'P') ('A', 'O', 'T', 'E', 'H', 'L', 'M', 'F', 'W') 2908969380
('O', 'H', 'I', 'S', 'L', 'M', 'W', 'D', 'G') ('E', 'A', 'N', 'T', 'U', 'R', 'F', 'C', 'P') 2908962162
('R', 'H', 'I', 'N', 'L', 'U', 'W', 'M', 'P') ('A', 'O', 'T', 'E', 'S', 'D', 'C', 'F', 'G') 2908876196
('O', 'H', 'A', 'N', 'L', 'G', 'F', 'C', 'W') ('I', 'E', 'S', 'T', 'U', 'R', 'M', 'D', 'P') 2908822010
('R', 'N', 'T', 'H', 'C', 'D', 'G', 'U', 'F') ('I', 'O', 'E', 'A', 'S', 'L', 'W', 'M', 'P') 2908815692
('O', 'R', 'I', 'N', 'D', 'U', 'G', 'F', 'M') ('A', 'T', 'S', 'E', 'C', 'H', 'L', 'P', 'W') 2908804897
('O', 'H', 'I', 'S', 'L', 'U', 'F', 'D', 'P') ('A', 'E', 'N', 'T', 'G', 'R', 'W', 'C', 'M') 2908786827
('H', 'I', 'O', 'R', 'U', 'C', 'D', 'L', 'F') ('A', 'E', 'N', 'T', 'G', 'S', 'P', 'M', 'W') 2908766315
('R', 'S', 'H', 'E', 'C', 'P', 'F', 'G', 'U') ('A', 'I', 'T', 'O', 'M', 'N', 'W', 'L', 'D') 2908754613
('H', 'S', 'O', 'N', 'F', 'C', 'P', 'L', 'M') ('I', 'A', 'T', 'E', 'D', 'R', 'W', 'G', 'U') 2908721163
('O', 'I', 'H', 'A', 'U', 'L', 'W', 'C', 'P') ('S', 'N', 'T', 'E', 'R', 'D', 'M', 'G', 'F') 2908701241
('S', 'H', 'A', 'N', 'L', 'D', 'F', 'W', 'P') ('I', 'O', 'T', 'E', 'C', 'R', 'M', 'U', 'G') 2908690765
('A', 'H', 'I', 'N', 'D', 'G', 'W', 'C', 'M') ('O', 'E', 'S', 'T', 'U', 'R', 'F', 'L', 'P') 2908637665
('A', 'S', 'O', 'R', 'L', 'P', 'G', 'F', 'W') ('E', 'T', 'I', 'N', 'D', 'H', 'U', 'C', 'M') 2908617412
('I', 'S', 'H', 'A', 'C', 'L', 'G', 'U', 'F') ('E', 'O', 'N', 'T', 'D', 'R', 'W', 'M', 'P') 2908405539
('A', 'O', 'I', 'S', 'G', 'U', 'W', 'F', 'P') ('N', 'T', 'R', 'E', 'D', 'H', 'L', 'C', 'M') 2908293145
('O', 'H', 'A', 'S', 'L', 'F', 'W', 'M', 'D') ('T', 'E', 'I', 'N', 'U', 'R', 'G', 'C', 'P') 2908262158
('O', 'N', 'S', 'T', 'F', 'D', 'G', 'U', 'W') ('A', 'I', 'E', 'R', 'M', 'C', 'P', 'L', 'H') 2908228719
('S', 'N', 'T', 'H', 'C', 'G', 'P', 'D', 'U') ('A', 'O', 'I', 'E', 'L', 'R', 'M', 'F', 'W') 2908207931
('R', 'S', 'T', 'H', 'L', 'P', 'W', 'D', 'U') ('O', 'I', 'E', 'A', 'M', 'N', 'F', 'C', 'G') 2908116404
('S', 'I', 'O', 'R', 'U', 'D', 'G', 'M', 'W') ('E', 'T', 'A', 'N', 'C', 'H', 'P', 'L', 'F') 2908116286
('S', 'R', 'O', 'N', 'W', 'D', 'G', 'F', 'L') ('A', 'T', 'I', 'E', 'C', 'H', 'M', 'P', 'U') 2908083960
('O', 'H', 'A', 'N', 'L', 'U', 'G', 'C', 'W') ('I', 'E', 'S', 'T', 'F', 'R', 'M', 'D', 'P') 2908057241
('A', 'R', 'I', 'S', 'C', 'U', 'P', 'F', 'G') ('E', 'O', 'N', 'T', 'D', 'H', 'M', 'L', 'W') 2908043775
('O', 'R', 'S', 'T', 'U', 'F', 'M', 'P', 'D') ('E', 'A', 'I', 'N', 'G', 'C', 'W', 'H', 'L') 2908024978
('R', 'H', 'A', 'N', 'D', 'U', 'P', 'M', 'C') ('I', 'O', 'T', 'E', 'S', 'L', 'W', 'F', 'G') 2907997702
('I', 'H', 'O', 'R', 'U', 'D', 'P', 'L', 'M') ('A', 'E', 'N', 'T', 'G', 'S', 'F', 'C', 'W') 2907954063
('I', 'N', 'T', 'H', 'C', 'G', 'P', 'U', 'W') ('A', 'O', 'S', 'E', 'D', 'R', 'M', 'L', 'F') 2907952758
('A', 'H', 'I', 'S', 'D', 'U', 'G', 'C', 'M') ('O', 'E', 'N', 'T', 'F', 'R', 'W', 'L', 'P') 2907890700
('I', 'H', 'A', 'R', 'D', 'F', 'P', 'C', 'G') ('O', 'E', 'N', 'T', 'U', 'S', 'W', 'M', 'L') 2907854118
('S', 'N', 'T', 'H', 'W', 'G', 'P', 'L', 'F') ('A', 'O', 'I', 'E', 'D', 'R', 'M', 'C', 'U') 2907816159
('I', 'O', 'H', 'A', 'G', 'M', 'D', 'F', 'P') ('S', 'E', 'N', 'T', 'U', 'R', 'W', 'C', 'L') 2907815622
('I', 'S', 'H', 'A', 'C', 'D', 'F', 'W', 'U') ('E', 'O', 'N', 'T', 'G', 'R', 'P', 'L', 'M') 2907743931
('I', 'S', 'O', 'R', 'F', 'C', 'W', 'M', 'L') ('A', 'N', 'T', 'E', 'H', 'D', 'P', 'U', 'G') 2907699323
('R', 'N', 'S', 'T', 'U', 'D', 'F', 'G', 'C') ('I', 'O', 'E', 'A', 'L', 'M', 'W', 'H', 'P') 2907693225
('R', 'S', 'T', 'H', 'L', 'C', 'G', 'U', 'F') ('O', 'I', 'E', 'A', 'M', 'N', 'W', 'D', 'P') 2907666049
('I', 'S', 'H', 'A', 'C', 'L', 'P', 'U', 'F') ('O', 'N', 'T', 'E', 'R', 'D', 'M', 'G', 'W') 2907597558
('S', 'R', 'H', 'E', 'W', 'D', 'P', 'G', 'F') ('A', 'I', 'T', 'O', 'U', 'N', 'M', 'L', 'C') 2907588086
