('I', 'O', 'E', 'A', 'D', 'U', 'G', 'F', 'P') ('S', 'N', 'T', 'H', 'L', 'C', 'W', 'R', 'M') 3407234561
('O', 'H', 'A', 'R', 'L', 'P', 'W', 'C', 'M') ('E', 'I', 'S', 'T', 'U', 'N', 'F', 'D', 'G') 2839808046
('H', 'O', 'I', 'N', 'G', 'U', 'P', 'M', 'W') ('T', 'S', 'E', 'R', 'D', 'A', 'F', 'C', 'L') 2839745298
('R', 'H', 'I', 'S', 'L', 'U', 'W', 'M', 'P') ('E', 'T', 'A', 'N', 'D', 'O', 'G', 'C', 'F') 2839472775
('O', 'R', 'S', 'T', 'U', 'F', 'M', 'P', 'W') ('A', 'I', 'H', 'E', 'D', 'N', 'L', 'C', 'G') 2839206186
('S', 'H', 'O', 'R', 'F', 'U', 'G', 'M', 'L') ('E', 'T', 'I', 'N', 'D', 'A', 'W', 'C', 'P') 2839132637
('O', 'H', 'A', 'S', 'F', 'U', 'W', 'C', 'G') ('E', 'T', 'I', 'N', 'D', 'R', 'P', 'L', 'M') 2838962731
('R', 'H', 'O', 'N', 'U', 'G', 'P', 'L', 'M') ('E', 'S', 'A', 'T', 'D', 'I', 'F', 'C', 'W') 2838913323
('H', 'I', 'O', 'R', 'U', 'C', 'G', 'F', 'L') ('E', 'A', 'S', 'T', 'D', 'N', 'P', 'M', 'W') 2838568069
('R', 'H', 'I', 'S', 'D', 'P', 'W', 'F', 'M') ('E', 'T', 'A', 'N', 'G', 'O', 'U', 'L', 'C') 2838565477
('R', 'H', 'O', 'N', 'U', 'D', 'G', 'C', 'P') ('E', 'S', 'A', 'T', 'L', 'I', 'F', 'M', 'W') 2838530708
('R', 'H', 'O', 'N', 'U', 'D', 'W', 'F', 'M') ('E', 'S', 'A', 'T', 'L', 'I', 'G', 'C', 'P') 2838235376
('H', 'N', 'R', 'S', 'P', 'D', 'W', 'G', 'L') ('O', 'E', 'A', 'T', 'F', 'I', 'U', 'C', 'M') 2838047296
('H', 'N', 'R', 'S', 'P', 'D', 'W', 'F', 'M') ('E', 'A', 'T', 'I', 'O', 'L', 'G', 'C', 'U') 2837974533
('S', 'H', 'O', 'N', 'U', 'D', 'G', 'W', 'M') ('A', 'T', 'E', 'R', 'C', 'I', 'P', 'L', 'F') 2837746805
('R', 'O', 'N', 'T', 'G', 'F', 'P', 'U', 'W') ('A', 'I', 'H', 'E', 'D', 'S', 'L', 'C', 'M') 2837722080
('R', 'N', 'S', 'H', 'W', 'D', 'M', 'U', 'F') ('E', 'A', 'T', 'I', 'O', 'L', 'G', 'C', 'P') 2837671493
('O', 'H', 'I', 'S', 'F', 'U', 'P', 'L', 'M') ('T', 'A', 'R', 'E', 'D', 'N', 'W', 'C', 'G') 2837624186
('I', 'H', 'O', 'R', 'F', 'G', 'P', 'L', 'C') ('A', 'N', 'T', 'E', 'S', 'D', 'M', 'U', 'W') 2837604402
('O', 'H', 'A', 'R', 'L', 'U', 'F', 'W', 'G') ('S', 'T', 'I', 'N', 'D', 'E', 'P', 'M', 'C') 2837483122
('R', 'H', 'I', 'S', 'L', 'U', 'F', 'G', 'P') ('E', 'T', 'A', 'N', 'D', 'O', 'W', 'C', 'M') 2837438356
('O', 'I', 'H', 'A', 'P', 'M', 'F', 'C', 'W') ('T', 'S', 'E', 'R', 'D', 'U', 'G', 'N', 'L') 2837384288
('H', 'I', 'O', 'R', 'U', 'D', 'G', 'M', 'W') ('E', 'A', 'S', 'T', 'F', 'N', 'P', 'L', 'C') 2837268616
('I', 'H', 'O', 'R', 'F', 'D', 'U', 'C', 'W') ('E', 'A', 'S', 'T', 'G', 'N', 'P', 'L', 'M') 2837137653
('H', 'S', 'A', 'N', 'G', 'U', 'W', 'C', 'P') ('I', 'T', 'E', 'R', 'D', 'O', 'F', 'L', 'M') 2836909198
('R', 'H', 'O', 'N', 'U', 'D', 'P', 'M', 'F') ('E', 'S', 'A', 'T', 'L', 'I', 'G', 'C', 'W') 2836850289
('H', 'R', 'O', 'N', 'W', 'D', 'P', 'M', 'F') ('E', 'S', 'A', 'T', 'L', 'I', 'U', 'C', 'G') 2836670673
('S', 'H', 'O', 'R', 'F', 'D', 'P', 'M', 'W') ('A', 'T', 'I', 'N', 'G', 'E', 'U', 'L', 'C') 2836581256
('H', 'S', 'O', 'N', 'C', 'G', 'P', 'M', 'W') ('A', 'T', 'E', 'R', 'D', 'I', 'U', 'L', 'F') 2836315911
('H', 'I', 'O', 'R', 'U', 'G', 'W', 'M', 'L') ('E', 'A', 'S', 'T', 'D', 'N', 'F', 'C', 'P') 2836180975
('R', 'N', 'S', 'H', 'W', 'D', 'C', 'U', 'F') ('E', 'A', 'T', 'I', 'O', 'L', 'G', 'M', 'P') 2836141199
('H', 'O', 'A', 'N', 'G', 'U', 'W', 'M', 'F') ('T', 'S', 'E', 'R', 'D', 'I', 'P', 'L', 'C') 2835912809
('R', 'H', 'I', 'N', 'G', 'U', 'W', 'C', 'P') ('E', 'S', 'A', 'T', 'D', 'O', 'F', 'L', 'M') 2835842988
('H', 'R', 'I', 'S', 'L', 'W', 'G', 'M', 'F') ('E', 'T', 'A', 'N', 'D', 'O', 'U', 'C', 'P') 2835788253
('O', 'H', 'A', 'S', 'M', 'U', 'F', 'C', 'P') ('E', 'T', 'I', 'N', 'D', 'R', 'G', 'L', 'W') 2835535273
('O', 'H', 'I', 'S', 'L', 'U', 'W', 'F', 'M') ('T', 'A', 'R', 'E', 'D', 'N', 'C', 'P', 'G') 2835425343
('O', 'H', 'I', 'S', 'L', 'U', 'W', 'G', 'P') ('T', 'A', 'R', 'E', 'D', 'N', 'M', 'C', 'F') 2835119051
('I', 'H', 'A', 'R', 'L', 'P', 'F', 'M', 'G') ('O', 'E', 'N', 'T', 'U', 'S', 'W', 'D', 'C') 2835022333
('I', 'H', 'A', 'R', 'G', 'U', 'F', 'C', 'W') ('E', 'O', 'S', 'T', 'D', 'N', 'P', 'L', 'M') 2834770991
('S', 'H', 'A', 'R', 'P', 'U', 'W', 'L', 'M') ('E', 'T', 'I', 'N', 'D', 'O', 'G', 'C', 'F') 2834767992
('O', 'H', 'I', 'N', 'F', 'G', 'P', 'C', 'W') ('T', 'S', 'E', 'R', 'D', 'A', 'U', 'L', 'M') 2834726478
('H', 'R', 'A', 'N', 'C', 'G', 'F', 'M', 'W') ('O', 'T', 'E', 'S', 'P', 'I', 'U', 'L', 'D') 2834422420
('I', 'H', 'A', 'R', 'M', 'U', 'W', 'C', 'P') ('E', 'O', 'S', 'T', 'D', 'N', 'F', 'L', 'G') 2834393566
('A', 'H', 'I', 'S', 'L', 'P', 'W', 'M', 'G') ('T', 'O', 'R', 'E', 'D', 'N', 'C', 'U', 'F') 2834309627
('O', 'H', 'A', 'S', 'P', 'U', 'W', 'C', 'G') ('E', 'T', 'I', 'N', 'D', 'R', 'F', 'L', 'M') 2834271028
('O', 'H', 'I', 'S', 'L', 'U', 'W', 'M', 'P') ('T', 'A', 'R', 'E', 'D', 'N', 'C', 'F', 'G') 2833508120
('S', 'H', 'A', 'R', 'L', 'P', 'F', 'M', 'W') ('E', 'T', 'I', 'N', 'D', 'O', 'G', 'C', 'U') 2833394174
('R', 'N', 'S', 'H', 'P', 'D', 'F', 'U', 'M') ('E', 'I', 'A', 'T', 'C', 'O', 'G', 'L', 'W') 2833370181
('S', 'H', 'A', 'R', 'L', 'U', 'P', 'M', 'G') ('E', 'T', 'I', 'N', 'D', 'O', 'W', 'C', 'F') 2833311958
('R', 'H', 'A', 'N', 'D', 'G', 'P', 'M', 'W') ('I', 'T', 'E', 'S', 'C', 'O', 'U', 'L', 'F') 2833121005
('O', 'S', 'H', 'A', 'M', 'L', 'G', 'W', 'P') ('T', 'I', 'R', 'E', 'D', 'N', 'C', 'U', 'F') 2832987556
('S', 'H', 'A', 'R', 'P', 'U', 'W', 'D', 'G') ('O', 'T', 'I', 'N', 'M', 'E', 'F', 'L', 'C') 2832870196
('I', 'H', 'A', 'R', 'L', 'U', 'P', 'M', 'G') ('E', 'O', 'S', 'T', 'D', 'N', 'F', 'C', 'W') 2832787837
('O', 'R', 'I', 'S', 'F', 'U', 'P', 'M', 'G') ('A', 'T', 'H', 'E', 'D', 'N', 'L', 'C', 'W') 2832751547
('I', 'H', 'A', 'R', 'L', 'F', 'G', 'M', 'W') ('O', 'E', 'S', 'T', 'U', 'N', 'P', 'D', 'C') 2832711903
('A', 'H', 'O', 'R', 'L', 'P', 'G', 'M', 'W') ('T', 'S', 'I', 'N', 'D', 'E', 'U', 'C', 'F') 2832640508
('R', 'H', 'O', 'N', 'D', 'G', 'P', 'M', 'F') ('E', 'S', 'A', 'T', 'L', 'I', 'U', 'C', 'W') 2832492644
('R', 'H', 'A', 'N', 'L', 'U', 'G', 'W', 'P') ('O', 'T', 'E', 'S', 'M', 'I', 'F', 'D', 'C') 2832040305
('H', 'S', 'A', 'R', 'C', 'F', 'G', 'M', 'W') ('E', 'T', 'I', 'N', 'D', 'O', 'U', 'L', 'P') 2831996952
('H', 'I', 'O', 'R', 'U', 'D', 'P', 'M', 'W') ('E', 'A', 'S', 'T', 'C', 'N', 'F', 'L', 'G') 2831803368
('I', 'H', 'A', 'R', 'D', 'G', 'P', 'M', 'W') ('O', 'E', 'S', 'T', 'U', 'N', 'F', 'L', 'C') 2831714270
('R', 'N', 'S', 'H', 'P', 'G', 'C', 'L', 'W') ('I', 'A', 'T', 'E', 'O', 'D', 'M', 'U', 'F') 2831603835
('O', 'H', 'I', 'S', 'M', 'U', 'P', 'C', 'G') ('T', 'A', 'R', 'E', 'D', 'N', 'L', 'F', 'W') 2831318636
('I', 'H', 'A', 'R', 'L', 'U', 'W', 'G', 'P') ('E', 'O', 'S', 'T', 'D', 'N', 'F', 'M', 'C') 2831233192
('H', 'S', 'O', 'N', 'F', 'C', 'P', 'M', 'W') ('A', 'T', 'E', 'R', 'D', 'I', 'U', 'L', 'G') 2830856489
('O', 'H', 'A', 'S', 'L', 'U', 'W', 'F', 'P') ('E', 'T', 'I', 'N', 'G', 'D', 'C', 'R', 'M') 2830823257
('R', 'H', 'A', 'N', 'G', 'U', 'F', 'C', 'W') ('I', 'E', 'S', 'T', 'O', 'D', 'P', 'L', 'M') 2830602263
('O', 'I', 'H', 'A', 'W', 'C', 'P', 'F', 'G') ('T', 'S', 'E', 'R', 'D', 'U', 'M', 'N', 'L') 2830589290
('O', 'H', 'A', 'R', 'M', 'F', 'P', 'L', 'G') ('S', 'T', 'I', 'N', 'D', 'E', 'U', 'C', 'W') 2830433357
('O', 'H', 'A', 'R', 'M', 'U', 'F', 'C', 'G') ('S', 'T', 'I', 'N', 'D', 'E', 'P', 'L', 'W') 2830362664
('O', 'H', 'A', 'R', 'L', 'F', 'P', 'C', 'W') ('E', 'I', 'S', 'T', 'U', 'N', 'M', 'D', 'G') 2830110319
('R', 'N', 'S', 'H', 'C', 'D', 'G', 'U', 'M') ('I', 'A', 'T', 'E', 'O', 'L', 'W', 'P', 'F') 2829946061
('R', 'H', 'O', 'N', 'U', 'D', 'P', 'M', 'W') ('E', 'S', 'A', 'T', 'L', 'I', 'F', 'C', 'G') 2829924398
('O', 'R', 'I', 'S', 'M', 'U', 'W', 'F', 'G') ('E', 'A', 'T', 'H', 'D', 'C', 'P', 'N', 'L') 2829850503
('I', 'H', 'O', 'R', 'F', 'D', 'P', 'M', 'G') ('E', 'A', 'S', 'T', 'U', 'N', 'C', 'L', 'W') 2829552110
('I', 'S', 'H', 'A', 'C', 'M', 'F', 'W', 'G') ('T', 'O', 'R', 'E', 'D', 'N', 'L', 'U', 'P') 2829379504
('S', 'R', 'O', 'N', 'U', 'G', 'W', 'F', 'M') ('E', 'A', 'T', 'H', 'I', 'C', 'P', 'L', 'D') 2829312689
('S', 'H', 'O', 'R', 'U', 'D', 'W', 'F', 'M') ('E', 'T', 'I', 'N', 'G', 'A', 'P', 'L', 'C') 2829218093
('I', 'H', 'O', 'R', 'F', 'C', 'W', 'M', 'L') ('E', 'A', 'S', 'T', 'U', 'N', 'P', 'D', 'G') 2829206612
('O', 'H', 'A', 'R', 'M', 'U', 'P', 'L', 'G') ('T', 'S', 'I', 'N', 'D', 'E', 'W', 'F', 'C') 2829203660
('I', 'H', 'A', 'R', 'L', 'P', 'F', 'M', 'W') ('O', 'E', 'S', 'T', 'U', 'N', 'C', 'D', 'G') 2828702875
('S', 'H', 'O', 'N', 'U', 'C', 'P', 'M', 'F') ('A', 'T', 'E', 'R', 'D', 'I', 'G', 'L', 'W') 2828006927
('S', 'H', 'A', 'R', 'M', 'U', 'F', 'W', 'G') ('E', 'T', 'I', 'N', 'D', 'O', 'P', 'L', 'C') 2827954382
('H', 'R', 'I', 'N', 'W', 'G', 'P', 'M', 'F') ('A', 'T', 'E', 'S', 'L', 'O', 'U', 'D', 'C') 2827910193
('O', 'H', 'I', 'S', 'F', 'U', 'W', 'D', 'G') ('A', 'N', 'R', 'E', 'L', 'T', 'M', 'P', 'C') 2827652929
('H', 'I', 'O', 'R', 'U', 'C', 'W', 'F', 'L') ('E', 'A', 'S', 'T', 'D', 'N', 'P', 'M', 'G') 2827190413
('R', 'N', 'S', 'H', 'P', 'C', 'W', 'F', 'M') ('E', 'A', 'T', 'I', 'O', 'L', 'G', 'D', 'U') 2827178909
('I', 'H', 'O', 'R', 'D', 'G', 'P', 'M', 'W') ('E', 'A', 'S', 'T', 'U', 'N', 'F', 'L', 'C') 2827038352
('S', 'H', 'A', 'R', 'P', 'U', 'W', 'C', 'M') ('E', 'T', 'I', 'N', 'D', 'O', 'G', 'L', 'F') 2827037716
('O', 'H', 'A', 'N', 'M', 'U', 'G', 'W', 'P') ('T', 'S', 'E', 'R', 'D', 'I', 'F', 'C', 'L') 2826743001
('S', 'R', 'O', 'N', 'M', 'U', 'W', 'F', 'P') ('E', 'A', 'T', 'H', 'I', 'C', 'G', 'D', 'L') 2826721848
('I', 'H', 'A', 'R', 'L', 'P', 'G', 'C', 'W') ('O', 'E', 'N', 'T', 'U', 'S', 'F', 'D', 'M') 2826674712
('R', 'H', 'O', 'N', 'F', 'G', 'P', 'L', 'W') ('A', 'T', 'E', 'S', 'M', 'I', 'U', 'D', 'C') 2826587380
('O', 'H', 'A', 'R', 'F', 'U', 'P', 'L', 'G') ('S', 'T', 'I', 'N', 'D', 'E', 'W', 'C', 'M') 2826516945
('S', 'H', 'O', 'R', 'U', 'P', 'G', 'M', 'L') ('E', 'T', 'I', 'N', 'D', 'A', 'W', 'C', 'F') 2826509661
('O', 'H', 'A', 'S', 'L', 'U', 'W', 'M', 'P') ('T', 'I', 'R', 'E', 'D', 'N', 'C', 'F', 'G') 2826503152
('H', 'S', 'O', 'R', 'F', 'C', 'P', 'L', 'W') ('A', 'T', 'I', 'N', 'G', 'E', 'U', 'D', 'M') 2826493379
('R', 'H', 'A', 'N', 'M', 'U', 'G', 'C', 'P') ('I', 'T', 'E', 'S', 'L', 'O', 'W', 'D', 'F') 2826223270
('R', 'H', 'A', 'N', 'G', 'U', 'F', 'M', 'P') ('I', 'T', 'E', 'S', 'L', 'O', 'W', 'D', 'C') 2826079689
('O', 'H', 'I', 'S', 'F', 'U', 'W', 'D', 'P') ('A', 'N', 'R', 'E', 'L', 'T', 'M', 'G', 'C') 2826063593
('R', 'H', 'A', 'N', 'D', 'G', 'U', 'P', 'W') ('O', 'T', 'E', 'S', 'M', 'I', 'F', 'L', 'C') 2826035642
('O', 'H', 'A', 'R', 'M', 'U', 'G', 'C', 'W') ('S', 'T', 'I', 'N', 'D', 'E', 'P', 'L', 'F') 2825999318
('R', 'H', 'I', 'N', 'G', 'U', 'W', 'F', 'P') ('E', 'A', 'S', 'T', 'O', 'L', 'D', 'C', 'M') 2825752308
('O', 'H', 'A', 'S', 'F', 'U', 'W', 'C', 'P') ('E', 'T', 'I', 'N', 'D', 'R', 'G', 'L', 'M') 2825688476
('S', 'H', 'A', 'R', 'L', 'P', 'F', 'G', 'W') ('E', 'T', 'I', 'N', 'D', 'O', 'U', 'C', 'M') 2825658891
('O', 'S', 'A', 'R', 'F', 'U', 'P', 'M', 'W') ('I', 'T', 'H', 'E', 'D', 'N', 'L', 'C', 'G') 2825597558
('S', 'H', 'O', 'R', 'U', 'P', 'W', 'C', 'L') ('E', 'T', 'I', 'N', 'D', 'A', 'G', 'F', 'M') 2825451387
('I', 'H', 'A', 'R', 'M', 'U', 'G', 'C', 'P') ('E', 'O', 'S', 'T', 'D', 'N', 'F', 'L', 'W') 2825445956
('O', 'H', 'A', 'R', 'L', 'U', 'G', 'W', 'P') ('T', 'S', 'I', 'N', 'D', 'E', 'F', 'C', 'M') 2825354625
('H', 'S', 'A', 'N', 'G', 'U', 'F', 'W', 'P') ('I', 'T', 'E', 'R', 'D', 'O', 'M', 'L', 'C') 2825241626
('A', 'H', 'I', 'S', 'P', 'U', 'W', 'C', 'G') ('T', 'O', 'R', 'E', 'D', 'N', 'L', 'F', 'M') 2825155798
('S', 'H', 'A', 'R', 'P', 'U', 'G', 'C', 'M') ('E', 'T', 'I', 'N', 'D', 'O', 'W', 'L', 'F') 2825007216
('S', 'H', 'O', 'R', 'F', 'P', 'G', 'D', 'W') ('A', 'T', 'I', 'N', 'M', 'E', 'U', 'L', 'C') 2824999676
('R', 'H', 'O', 'N', 'L', 'U', 'W', 'F', 'P') ('A', 'T', 'E', 'S', 'M', 'I', 'G', 'D', 'C') 2824963349
('O', 'H', 'A', 'S', 'L', 'F', 'W', 'G', 'P') ('T', 'R', 'I', 'N', 'D', 'E', 'U', 'C', 'M') 2824531870
('R', 'H', 'I', 'S', 'M', 'P', 'F', 'C', 'G') ('E', 'T', 'A', 'N', 'D', 'O', 'U', 'L', 'W') 2824420693
('I', 'H', 'A', 'R', 'M', 'U', 'F', 'W', 'P') ('E', 'O', 'S', 'T', 'D', 'N', 'C', 'L', 'G') 2824364930
('O', 'R', 'S', 'T', 'U', 'F', 'W', 'P', 'G') ('E', 'A', 'I', 'N', 'D', 'L', 'C', 'H', 'M') 2824005211
('H', 'R', 'O', 'N', 'C', 'D', 'G', 'F', 'W') ('E', 'S', 'A', 'T', 'L', 'I', 'U', 'M', 'P') 2823811084
('R', 'H', 'I', 'S', 'D', 'W', 'F', 'M', 'G') ('E', 'T', 'A', 'N', 'P', 'O', 'U', 'L', 'C') 2823795801
('I', 'O', 'H', 'A', 'G', 'M', 'C', 'F', 'W') ('T', 'S', 'E', 'R', 'D', 'U', 'P', 'L', 'N') 2823339709
('I', 'S', 'O', 'R', 'F', 'P', 'G', 'M', 'W') ('A', 'T', 'H', 'E', 'D', 'N', 'L', 'C', 'U') 2823336460
('O', 'H', 'I', 'S', 'L', 'U', 'W', 'F', 'G') ('T', 'A', 'R', 'E', 'D', 'N', 'M', 'P', 'C') 2823314215
('H', 'R', 'A', 'N', 'C', 'G', 'F', 'W', 'P') ('O', 'T', 'E', 'S', 'M', 'I', 'U', 'L', 'D') 2823284590
('S', 'H', 'O', 'N', 'U', 'D', 'G', 'W', 'P') ('A', 'T', 'E', 'R', 'M', 'I', 'F', 'L', 'C') 2823140097
('R', 'N', 'S', 'H', 'P', 'G', 'F', 'D', 'M') ('E', 'A', 'T', 'I', 'O', 'L', 'W', 'C', 'U') 2822908201
('R', 'H', 'I', 'S', 'D', 'P', 'W', 'G', 'M') ('E', 'T', 'A', 'N', 'C', 'O', 'U', 'L', 'F') 2822884956
('S', 'H', 'O', 'R', 'U', 'P', 'D', 'F', 'M') ('A', 'T', 'I', 'N', 'G', 'E', 'W', 'L', 'C') 2822884584
('R', 'H', 'O', 'N', 'U', 'D', 'G', 'F', 'C') ('E', 'S', 'A', 'T', 'L', 'I', 'P', 'M', 'W') 2822779989
('I', 'H', 'O', 'R', 'F', 'D', 'U', 'M', 'W') ('E', 'A', 'S', 'T', 'C', 'N', 'P', 'L', 'G') 2822650427
('H', 'I', 'O', 'R', 'U', 'C', 'P', 'L', 'F') ('E', 'A', 'S', 'T', 'D', 'N', 'W', 'M', 'G') 2822633041
('S', 'H', 'O', 'R', 'U', 'D', 'P', 'M', 'W') ('A', 'T', 'I', 'N', 'G', 'E', 'F', 'L', 'C') 2822552030
('H', 'S', 'A', 'R', 'G', 'P', 'F', 'C', 'W') ('E', 'T', 'I', 'N', 'D', 'O', 'U', 'L', 'M') 2822456569
('H', 'R', 'A', 'N', 'G', 'U', 'W', 'C', 'M') ('I', 'T', 'E', 'S', 'D', 'O', 'P', 'L', 'F') 2822109379
('R', 'H', 'I', 'S', 'L', 'P', 'W', 'F', 'M') ('E', 'T', 'A', 'N', 'D', 'O', 'G', 'C', 'U') 2822005947
('H', 'I', 'O', 'R', 'U', 'G', 'P', 'L', 'M') ('E', 'A', 'S', 'T', 'D', 'N', 'F', 'C', 'W') 2821862488
('O', 'H', 'A', 'S', 'M', 'U', 'F', 'C', 'W') ('E', 'T', 'I', 'N', 'D', 'R', 'G', 'L', 'P') 2821851773
('R', 'H', 'O', 'N', 'D', 'G', 'P', 'M', 'W') ('A', 'T', 'E', 'S', 'L', 'I', 'U', 'C', 'F') 2821561500
('R', 'H', 'I', 'S', 'M', 'U', 'W', 'C', 'G') ('E', 'T', 'A', 'N', 'D', 'O', 'P', 'L', 'F') 2821543492
('H', 'S', 'A', 'R', 'C', 'P', 'F', 'M', 'W') ('E', 'T', 'I', 'N', 'D', 'O', 'G', 'L', 'U') 2821424103
('R', 'H', 'I', 'S', 'M', 'U', 'W', 'C', 'P') ('E', 'T', 'A', 'N', 'D', 'O', 'G', 'L', 'F') 2820883832
('O', 'H', 'A', 'S', 'M', 'U', 'W', 'C', 'P') ('E', 'T', 'I', 'N', 'D', 'R', 'G', 'L', 'F') 2820840924
('H', 'I', 'O', 'R', 'U', 'D', 'G', 'W', 'P') ('E', 'A', 'S', 'T', 'C', 'N', 'F', 'L', 'M') 2820704788
('S', 'H', 'O', 'N', 'U', 'G', 'P', 'M', 'C') ('A', 'T', 'E', 'R', 'D', 'I', 'F', 'L', 'W') 2820691859
('R', 'H', 'I', 'S', 'L', 'P', 'W', 'G', 'M') ('E', 'T', 'A', 'N', 'D', 'O', 'U', 'C', 'F') 2820690141
('H', 'R', 'I', 'S', 'C', 'U', 'P', 'M', 'G') ('E', 'T', 'A', 'N', 'D', 'O', 'W', 'L', 'F') 2820469087
('S', 'H', 'O', 'R', 'F', 'U', 'W', 'C', 'L') ('E', 'T', 'I', 'N', 'D', 'A', 'G', 'M', 'P') 2820462873
('O', 'H', 'A', 'N', 'M', 'G', 'F', 'W', 'P') ('T', 'S', 'E', 'R', 'D', 'I', 'U', 'L', 'C') 2820304825
('R', 'H', 'I', 'S', 'P', 'U', 'W', 'C', 'F') ('E', 'T', 'A', 'N', 'D', 'O', 'G', 'L', 'M') 2820290786
('I', 'H', 'O', 'R', 'F', 'U', 'G', 'L', 'M') ('E', 'A', 'S', 'T', 'D', 'N', 'W', 'C', 'P') 2820223715
('A', 'H', 'I', 'S', 'M', 'P', 'W', 'C', 'G') ('T', 'O', 'R', 'E', 'D', 'N', 'L', 'U', 'F') 2820201629
('I', 'H', 'O', 'R', 'U', 'D', 'P', 'M', 'F') ('E', 'A', 'S', 'T', 'C', 'N', 'W', 'L', 'G') 2819883464
('I', 'H', 'O', 'R', 'F', 'C', 'G', 'L', 'W') ('E', 'A', 'S', 'T', 'U', 'N', 'P', 'M', 'D') 2819803228
('S', 'H', 'O', 'N', 'U', 'G', 'C', 'F', 'M') ('A', 'T', 'E', 'R', 'D', 'I', 'P', 'L', 'W') 2819700061
('R', 'H', 'O', 'N', 'U', 'G', 'W', 'F', 'L') ('E', 'S', 'A', 'T', 'D', 'I', 'P', 'M', 'C') 2819692868
('S', 'H', 'A', 'R', 'L', 'P', 'G', 'M', 'W') ('E', 'T', 'I', 'N', 'D', 'O', 'U', 'C', 'F') 2819634851
('I', 'H', 'A', 'R', 'M', 'U', 'G', 'C', 'W') ('E', 'O', 'S', 'T', 'D', 'N', 'P', 'L', 'F') 2819075854
('R', 'H', 'I', 'N', 'G', 'U', 'P', 'M', 'W') ('E', 'A', 'S', 'T', 'O', 'L', 'D', 'C', 'F') 2819000209
('H', 'I', 'S', 'A', 'P', 'C', 'G', 'W', 'F') ('N', 'T', 'E', 'R', 'D', 'O', 'U', 'L', 'M') 2818872233
('R', 'H', 'I', 'S', 'F', 'U', 'P', 'C', 'G') ('E', 'T', 'A', 'N', 'D', 'O', 'W', 'L', 'M') 2818762341
('A', 'H', 'O', 'R', 'L', 'P', 'G', 'F', 'W') ('T', 'S', 'I', 'N', 'D', 'E', 'U', 'C', 'M') 2818427441
('H', 'S', 'O', 'N', 'C', 'G', 'W', 'F', 'M') ('A', 'T', 'E', 'R', 'P', 'I', 'U', 'L', 'D') 2818345869
('O', 'H', 'A', 'S', 'M', 'U', 'F', 'G', 'P') ('E', 'T', 'I', 'N', 'D', 'R', 'W', 'L', 'C') 2818267433
('O', 'H', 'A', 'R', 'M', 'F', 'G', 'C', 'P') ('S', 'T', 'I', 'N', 'D', 'E', 'U', 'L', 'W') 2817946309
('O', 'H', 'A', 'R', 'M', 'U', 'P', 'L', 'W') ('T', 'S', 'I', 'N', 'D', 'E', 'G', 'F', 'C') 2817603573
('S', 'H', 'O', 'R', 'F', 'P', 'G', 'L', 'W') ('A', 'T', 'I', 'N', 'D', 'E', 'U', 'C', 'M') 2817594062
('I', 'H', 'A', 'R', 'M', 'U', 'F', 'W', 'G') ('E', 'O', 'S', 'T', 'D', 'N', 'P', 'L', 'C') 2817553187
('O', 'H', 'A', 'R', 'F', 'U', 'P', 'C', 'G') ('S', 'T', 'I', 'N', 'D', 'E', 'W', 'L', 'M') 2817447847
('R', 'N', 'S', 'H', 'M', 'C', 'W', 'U', 'F') ('E', 'A', 'T', 'I', 'O', 'L', 'G', 'D', 'P') 2817446027
('O', 'H', 'I', 'S', 'L', 'F', 'W', 'M', 'G') ('T', 'A', 'R', 'E', 'D', 'N', 'C', 'U', 'P') 2817246750
('O', 'H', 'I', 'S', 'F', 'P', 'G', 'C', 'M') ('T', 'A', 'R', 'E', 'D', 'N', 'L', 'U', 'W') 2817207937
('R', 'H', 'N', 'S', 'U', 'L', 'M', 'P', 'W') ('I', 'A', 'T', 'E', 'O', 'D', 'G', 'C', 'F') 2817135747
('H', 'O', 'I', 'N', 'G', 'U', 'W', 'F', 'C') ('T', 'S', 'E', 'R', 'D', 'A', 'P', 'L', 'M') 2816705920
('O', 'H', 'A', 'S', 'M', 'P', 'W', 'C', 'G') ('T', 'R', 'I', 'N', 'D', 'E', 'U', 'L', 'F') 2816660729
('R', 'H', 'A', 'N', 'G', 'U', 'W', 'M', 'F') ('I', 'T', 'E', 'S', 'D', 'O', 'P', 'L', 'C') 2816596060
('R', 'H', 'I', 'S', 'D', 'P', 'W', 'G', 'F') ('E', 'T', 'A', 'N', 'M', 'O', 'U', 'L', 'C') 2816565641
('R', 'H', 'O', 'N', 'U', 'D', 'G', 'F', 'M') ('E', 'S', 'A', 'T', 'C', 'I', 'P', 'L', 'W') 2816412736
('H', 'S', 'O', 'R', 'F', 'P', 'G', 'C', 'M') ('A', 'T', 'I', 'N', 'D', 'E', 'U', 'L', 'W') 2816381808
('O', 'R', 'I', 'S', 'M', 'U', 'W', 'F', 'P') ('A', 'T', 'H', 'E', 'D', 'N', 'L', 'C', 'G') 2816289929
('O', 'H', 'A', 'R', 'F', 'U', 'P', 'L', 'W') ('T', 'S', 'I', 'N', 'D', 'E', 'G', 'C', 'M') 2816126674
('R', 'N', 'S', 'H', 'P', 'D', 'C', 'U', 'W') ('I', 'A', 'T', 'E', 'O', 'L', 'M', 'G', 'F') 2815799537
